Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
40,10,5.86,5.2,0,11,14,4,10.54,0.17,39,Medium,36-40
32,18,7.03,7.68,2,15,14,4,8.11,0.11,59,Medium,31-35
40,12,8.86,7.63,6,3,0,4,10.87,1.92,21,Low,36-40
38,15,8.22,5.07,1,2,29,9,10.28,1.69,46,Medium,36-40
40,3,5.06,4.07,4,3,3,8,6.46,0.88,43,Medium,36-40
38,0,13.38,8.99,7,1,24,6,15.28,0.5,44,Medium,36-40
44,19,4.44,6.91,6,9,12,2,6.98,0.14,44,Medium,41-45
44,12,11.5,4.91,2,6,6,1,16.26,0.86,51,Medium,41-45
41,0,4.71,5.42,4,1,14,8,9.15,1.2,42,Medium,41-45
36,4,8.67,7.09,3,0,5,2,13.45,1.59,15,Low,36-40
42,4,5.75,4.69,2,17,29,7,7.23,0.1,72,High,41-45
42,13,5.41,4.19,6,7,13,3,6.52,0.84,33,Low,41-45
29,13,5.26,7.99,1,7,17,4,6.7,1.95,15,Low,26-30
29,7,8.53,7.58,3,9,3,7,13.19,0.24,64,Medium,26-30
23,3,9.15,5.55,2,17,0,4,10.78,0.8,52,Medium,20-25
27,6,5.33,6.46,4,10,28,9,8.62,0.55,62,Medium,26-30
41,10,13.79,6.43,6,0,2,1,15.7,0.27,62,Medium,41-45
39,18,6.58,5.38,3,6,12,5,7.66,1.68,34,Low,36-40
39,14,8.59,5.99,1,7,17,6,9.93,1.39,48,Medium,36-40
37,3,6.16,5.37,2,13,28,0,10.0,0.82,42,Medium,36-40
33,18,8.94,4.88,4,18,3,9,10.67,0.74,78,High,31-35
32,8,11.56,5.93,6,7,3,8,13.48,1.66,79,High,31-35
33,12,9.21,8.82,4,18,10,5,11.72,0.18,80,High,31-35
39,13,6.86,5.33,7,3,13,3,10.49,0.29,36,Medium,36-40
40,13,6.48,5.68,5,9,24,1,9.36,1.81,25,Low,36-40
43,9,11.59,5.65,3,9,6,8,16.37,1.63,68,Medium,41-45
34,15,5.18,6.4,6,3,28,5,7.92,1.55,28,Low,31-35
41,4,7.7,8.22,2,7,2,8,9.5,1.25,55,Medium,41-45
23,5,5.51,6.01,5,6,6,1,8.65,0.58,46,Medium,20-25
32,1,6.58,8.03,4,14,7,4,9.38,1.87,55,Medium,31-35
42,12,5.53,4.58,3,7,11,5,9.68,0.98,35,Medium,41-45
27,12,12.87,8.47,0,9,6,4,17.61,0.56,49,Medium,26-30
37,18,11.32,4.93,6,6,23,5,15.67,0.73,56,Medium,36-40
31,17,9.61,4.2,4,18,15,2,12.17,0.03,85,High,31-35
42,18,8.99,4.79,3,2,29,8,8.1,1.02,72,High,41-45
33,0,9.1,4.95,0,8,24,1,13.76,0.38,44,Medium,31-35
21,7,9.21,6.54,6,15,16,1,11.75,0.27,66,Medium,20-25
37,15,9.9,6.25,3,13,25,4,13.98,0.06,67,Medium,36-40
43,1,4.6,7.58,4,6,21,9,9.56,0.45,42,Medium,41-45
21,7,13.73,4.25,0,11,14,2,17.04,0.21,72,High,20-25
30,5,8.65,6.49,7,0,16,1,11.57,0.09,37,Medium,26-30
28,15,13.27,5.66,6,15,17,5,17.07,0.27,96,High,26-30
31,10,4.1,7.15,3,2,25,5,5.88,0.4,19,Low,31-35
36,16,6.48,4.22,2,0,3,6,9.43,0.83,33,Low,36-40
34,18,5.04,4.17,0,5,16,3,7.29,1.17,26,Low,31-35
44,10,11.7,6.14,3,1,14,7,13.36,0.64,50,Medium,41-45
36,10,7.2,8.06,2,6,21,2,10.64,0.28,35,Medium,36-40
37,3,12.4,7.36,7,7,16,9,15.7,1.88,87,High,36-40
41,10,12.32,4.08,0,12,12,0,16.36,1.03,61,Medium,41-45
25,7,10.68,4.89,3,15,24,4,15.17,1.48,68,Medium,20-25
36,8,10.66,5.13,4,9,25,5,12.54,1.39,54,Medium,36-40
42,1,11.0,6.12,0,3,2,5,15.12,0.57,28,Low,41-45
43,15,10.74,6.93,0,12,11,1,13.21,1.02,43,Medium,41-45
37,5,7.87,5.08,6,16,26,2,11.39,1.2,64,Medium,36-40
27,18,10.83,5.91,2,7,16,2,15.23,0.7,53,Medium,26-30
28,7,12.97,6.92,5,7,21,6,14.99,1.34,89,High,26-30
25,13,7.33,5.92,6,6,21,0,10.73,1.58,23,Low,20-25
32,15,13.45,4.72,5,0,6,3,16.37,0.73,57,Medium,31-35
31,11,4.14,6.46,3,14,6,2,8.3,0.03,33,Low,31-35
44,4,7.49,5.62,4,14,25,9,11.28,0.7,65,Medium,41-45
30,18,5.32,8.32,4,18,10,6,9.4,0.23,65,Medium,26-30
44,17,5.27,6.46,0,3,15,0,7.42,0.31,17,Low,41-45
20,8,12.15,4.95,5,5,3,7,15.97,0.73,86,High,20-25
30,1,13.18,4.76,2,9,15,9,16.6,0.42,100,High,26-30
38,19,11.78,5.74,2,11,4,6,14.61,1.87,68,Medium,36-40
28,11,13.77,6.06,6,3,18,7,16.28,1.31,83,High,26-30
21,1,6.16,8.66,2,5,21,7,8.49,1.04,38,Medium,20-25
31,9,5.41,5.51,0,13,28,8,6.45,0.02,51,Medium,31-35
23,0,9.21,8.34,6,12,13,0,10.89,0.21,61,Medium,20-25
23,3,12.29,6.53,1,2,6,8,13.53,1.58,57,Medium,20-25
37,11,4.4,8.43,2,14,8,0,8.79,0.78,15,Low,36-40
34,8,13.96,7.51,1,2,24,2,18.4,0.09,42,Medium,31-35
38,3,10.02,7.54,5,4,27,6,14.4,1.65,49,Medium,36-40
32,8,13.79,6.59,4,12,12,7,18.06,0.61,100,High,31-35
38,5,7.65,8.2,6,14,15,4,9.54,0.77,31,Low,36-40
36,0,8.58,5.27,5,16,20,0,11.55,1.95,57,Medium,36-40
25,9,11.52,6.46,6,5,3,2,16.15,0.03,58,Medium,20-25
35,13,11.93,7.18,4,17,6,6,15.97,1.44,84,High,31-35
43,17,6.33,6.19,4,2,29,1,7.34,1.9,0,Low,41-45
31,5,13.3,8.91,6,8,2,1,16.14,0.13,47,Medium,31-35
38,17,12.67,8.31,5,7,19,8,13.71,1.73,68,Medium,36-40
24,19,4.18,7.86,3,19,14,5,6.3,0.83,27,Low,20-25
36,15,5.29,5.37,7,10,24,3,8.03,1.76,66,Medium,36-40
42,14,8.96,8.87,0,10,20,9,13.53,0.62,66,Medium,41-45
20,15,8.61,7.71,1,7,25,8,12.23,1.97,31,Low,20-25
44,7,11.08,7.03,3,0,13,6,13.53,1.29,53,Medium,41-45
43,12,4.9,8.61,1,9,6,6,7.86,1.25,12,Low,41-45
42,10,10.45,4.81,6,19,17,7,14.72,1.61,92,High,41-45
29,10,10.16,4.7,0,3,24,2,12.36,0.87,49,Medium,26-30
34,16,6.34,6.82,6,1,4,1,9.8,0.52,0,Low,31-35
42,17,9.42,4.28,2,1,20,0,11.47,0.53,29,Low,41-45
40,18,6.22,7.32,6,12,19,1,9.14,0.66,32,Low,36-40
40,12,5.47,5.2,5,19,7,2,6.57,1.23,72,High,36-40
30,14,9.73,4.6,3,5,26,4,14.14,1.68,40,Medium,26-30
32,0,13.77,6.05,6,3,19,5,14.96,1.0,85,High,31-35
24,15,6.37,6.33,0,14,17,2,8.27,0.81,29,Low,20-25
20,4,7.55,4.85,5,2,20,6,9.88,1.59,53,Medium,20-25
43,2,6.57,4.21,3,3,18,4,10.07,0.58,32,Low,41-45
31,9,6.66,6.07,6,9,19,4,10.54,1.38,45,Medium,31-35
30,18,8.04,7.8,4,5,2,7,9.36,0.21,46,Medium,26-30
36,4,11.02,8.37,6,1,22,9,12.19,0.23,69,Medium,36-40
23,6,4.39,4.49,7,19,29,4,8.59,1.29,66,Medium,20-25
34,13,13.57,6.62,3,12,5,9,17.42,0.17,82,High,31-35
44,2,4.46,5.32,2,14,17,6,8.79,0.31,33,Low,41-45
28,12,12.81,5.87,2,4,26,9,16.52,1.25,66,Medium,26-30
40,12,12.94,8.67,1,18,14,7,16.94,0.88,74,High,36-40
39,9,9.24,5.76,7,5,13,7,11.76,1.12,53,Medium,36-40
38,1,5.37,5.83,3,16,23,2,8.73,1.95,33,Low,36-40
38,5,9.65,5.05,6,0,20,3,13.87,1.26,48,Medium,36-40
31,7,10.29,8.8,4,1,21,7,11.98,1.18,38,Medium,31-35
24,3,12.58,6.28,6,0,7,4,15.27,0.76,46,Medium,20-25
29,11,9.51,6.85,2,7,10,0,13.47,1.26,22,Low,26-30
36,14,8.11,6.27,7,3,10,6,11.24,0.03,57,Medium,36-40
24,7,12.38,5.26,1,17,11,2,16.11,1.11,76,High,20-25
41,6,13.81,8.05,6,8,15,1,15.98,0.14,60,Medium,41-45
35,13,10.45,4.14,4,14,14,9,11.58,0.44,100,High,31-35
26,18,12.74,7.45,4,15,26,4,13.86,1.13,86,High,26-30
28,13,9.99,6.97,6,2,2,0,14.76,1.34,39,Medium,26-30
22,12,10.9,4.72,4,0,1,8,15.68,0.77,62,Medium,20-25
34,0,10.88,4.83,0,12,2,9,12.73,0.84,72,High,31-35
35,18,11.05,7.3,2,13,7,4,12.64,1.0,60,Medium,31-35
37,0,7.21,5.56,0,5,19,5,8.28,1.52,24,Low,36-40
33,3,9.76,5.33,0,4,7,6,11.69,0.04,26,Low,31-35
22,9,9.94,4.3,2,4,3,8,12.28,0.89,61,Medium,20-25
31,2,7.15,7.83,3,3,22,4,9.11,0.03,6,Low,31-35
28,19,7.5,8.41,5,11,12,3,11.69,0.64,34,Low,26-30
26,8,11.62,6.46,1,13,21,2,15.62,1.04,48,Medium,26-30
28,2,9.83,6.33,7,9,25,5,11.15,0.16,90,High,26-30
32,5,5.49,6.67,6,10,16,9,9.28,0.97,43,Medium,31-35
37,5,12.38,5.21,7,9,28,9,15.46,1.85,93,High,36-40
24,11,12.83,4.86,5,9,26,2,14.36,1.37,68,Medium,20-25
32,0,8.66,8.12,5,8,23,4,12.62,1.56,45,Medium,31-35
23,15,6.09,7.99,5,1,21,7,7.43,1.16,19,Low,20-25
21,4,13.48,7.89,5,13,14,1,15.19,1.79,50,Medium,20-25
35,8,12.82,6.32,2,6,4,3,14.42,0.29,63,Medium,31-35
28,9,6.44,8.32,5,16,11,7,11.2,0.9,57,Medium,26-30
28,12,8.99,8.63,1,19,1,4,8.75,1.19,38,Medium,26-30
25,14,8.41,5.64,6,7,9,7,11.06,1.75,54,Medium,20-25
30,11,10.76,5.12,3,19,6,5,15.05,0.62,85,High,26-30
41,4,5.75,6.32,2,3,14,0,7.61,0.0,21,Low,41-45
43,4,9.13,4.9,5,4,26,4,13.85,1.95,53,Medium,41-45
41,17,8.25,8.42,4,12,25,9,12.04,0.05,58,Medium,41-45
20,11,12.91,5.69,6,6,21,1,16.15,0.3,65,Medium,20-25
23,2,8.3,6.88,2,5,6,6,12.48,0.84,29,Low,20-25
32,6,9.34,6.97,3,16,14,9,12.92,0.99,84,High,31-35
42,16,13.55,6.57,5,5,15,3,18.1,1.67,66,Medium,41-45
32,18,7.0,4.78,0,18,21,1,11.32,0.9,64,Medium,31-35
32,17,6.89,8.96,2,2,25,0,8.68,1.09,8,Low,31-35
21,0,12.0,4.86,6,8,0,4,13.96,0.4,80,High,20-25
28,4,6.78,7.76,6,14,14,9,8.04,1.14,89,High,26-30
43,1,12.32,7.96,4,7,2,7,14.2,0.7,72,High,41-45
27,0,4.96,4.73,6,14,9,7,7.33,0.2,71,High,26-30
26,6,5.11,8.67,2,0,15,9,6.23,1.89,0,Low,26-30
23,10,13.01,6.44,0,7,1,1,12.02,0.16,63,Medium,20-25
37,10,9.41,7.14,2,3,16,5,13.5,1.36,60,Medium,36-40
22,17,11.19,7.21,4,9,0,6,15.55,1.82,64,Medium,20-25
25,16,6.25,6.52,3,15,3,9,7.29,0.36,53,High,20-25
31,1,5.66,4.71,4,17,10,0,6.69,0.47,53,Medium,31-35
31,6,12.35,7.76,3,3,16,4,13.94,0.85,68,Medium,31-35
40,6,7.59,6.91,4,7,1,5,12.08,0.59,50,Medium,36-40
27,9,8.55,4.59,1,3,0,5,11.43,1.52,26,Low,26-30
41,2,4.28,7.5,2,9,28,8,9.21,0.68,36,Medium,41-45
32,11,7.86,7.51,7,19,27,2,12.41,1.97,65,Medium,31-35
20,2,11.7,6.74,6,3,27,7,12.02,1.72,68,Medium,20-25
23,10,12.21,4.45,2,15,5,9,13.72,1.79,93,High,20-25
40,11,10.99,5.76,0,11,10,2,13.89,0.13,55,Medium,36-40
30,3,10.92,4.25,1,9,3,8,15.89,0.35,76,High,26-30
22,15,9.06,6.39,0,10,23,7,10.66,0.34,57,Medium,20-25
32,19,9.38,8.53,2,1,10,8,12.68,1.34,37,Medium,31-35
44,17,11.43,4.01,0,9,4,4,13.81,0.02,88,High,41-45
36,3,6.47,5.33,3,18,29,8,9.02,1.61,72,High,36-40
41,5,6.32,8.0,1,11,9,2,10.88,1.09,19,Low,41-45
41,14,13.5,4.05,6,3,4,6,16.85,1.02,69,Medium,41-45
29,0,4.28,4.05,4,16,26,2,8.32,1.07,49,Medium,26-30
40,2,5.39,7.05,3,11,26,5,9.08,1.02,33,Low,36-40
31,4,9.7,7.95,5,15,23,7,12.82,0.4,91,High,31-35
34,16,11.38,7.88,4,2,26,1,15.55,0.57,46,Medium,31-35
40,13,9.38,7.9,0,1,25,7,14.26,1.02,36,Medium,36-40
29,8,7.55,5.81,2,6,21,0,12.42,1.36,16,Low,26-30
33,2,13.78,8.41,3,5,21,3,17.94,0.54,44,Medium,31-35
32,12,11.04,4.06,1,0,2,6,13.99,1.61,50,Medium,31-35
24,2,12.31,5.56,4,14,28,0,13.96,1.62,68,Medium,20-25
25,10,4.4,5.69,5,11,5,5,5.58,0.55,26,Medium,20-25
32,1,6.36,4.83,3,12,25,9,8.29,1.12,68,Medium,31-35
21,14,7.74,5.68,6,7,12,5,10.1,0.7,53,Medium,20-25
41,12,5.83,6.93,6,8,15,6,7.35,0.38,18,Low,41-45
36,18,4.73,6.6,2,0,14,8,6.63,1.61,8,Low,36-40
23,15,6.25,5.6,1,4,17,6,7.58,1.98,19,Low,20-25
33,17,9.34,7.75,1,6,2,2,12.43,1.02,17,Low,31-35
29,6,10.96,7.57,4,17,5,3,12.47,1.83,70,High,26-30
22,12,11.74,5.4,3,7,9,0,15.71,1.28,68,Medium,20-25
44,3,4.43,5.62,3,9,15,4,6.76,1.13,34,Low,41-45
22,8,8.28,5.44,7,7,24,6,11.97,0.96,67,Medium,20-25
34,9,5.22,4.64,1,11,12,2,9.75,0.47,27,Low,31-35
25,8,8.31,7.76,6,15,24,5,9.65,0.17,71,High,20-25
36,6,8.34,4.23,7,11,23,2,13.3,0.88,53,Medium,36-40
31,14,8.98,4.75,0,2,23,3,12.56,1.12,33,Low,31-35
41,7,12.93,4.53,1,17,14,4,14.14,1.02,53,High,41-45
39,18,12.05,8.13,2,4,26,5,14.31,1.39,32,Low,36-40
43,10,10.37,4.22,3,13,15,5,14.91,0.38,89,High,41-45
30,4,12.85,7.32,6,19,10,0,16.23,0.71,83,High,26-30
44,1,10.78,4.22,4,15,8,7,12.93,0.83,89,High,41-45
23,9,12.19,7.93,7,5,9,2,16.95,0.37,75,High,20-25
25,15,9.64,8.56,3,15,10,3,13.79,1.81,39,Medium,20-25
20,12,8.99,6.43,6,19,28,7,13.19,1.36,91,High,20-25
39,7,11.24,8.02,1,13,24,4,15.79,0.18,83,High,36-40
42,8,4.2,7.53,2,19,20,5,8.28,1.43,44,Medium,41-45
35,10,10.9,7.98,0,4,21,0,13.05,1.1,13,Low,31-35
34,10,13.35,7.83,6,13,14,7,16.69,1.05,98,High,31-35
36,15,11.14,5.03,6,10,20,4,15.51,1.98,53,Medium,36-40
27,9,4.37,6.5,3,8,12,0,6.09,1.24,5,Low,26-30
31,11,7.78,8.8,1,19,16,6,9.43,1.79,43,Medium,31-35
41,5,12.1,5.72,5,6,3,1,13.74,1.83,69,Medium,41-45
40,11,13.59,8.85,1,4,29,5,15.37,0.2,53,Medium,36-40
29,9,7.7,6.46,1,14,10,2,9.11,0.02,37,Medium,26-30
34,17,12.41,6.31,2,12,28,5,16.76,0.87,87,High,31-35
28,17,12.64,7.29,7,9,0,8,16.91,1.54,70,High,26-30
21,3,5.23,8.08,7,14,27,5,6.84,1.65,43,Medium,20-25
24,8,12.46,5.97,1,18,0,0,16.28,1.57,61,Medium,20-25
25,6,7.24,4.16,6,18,2,5,10.75,0.89,84,High,20-25
26,17,9.93,7.54,1,9,22,2,12.03,1.5,33,Low,26-30
32,7,9.39,8.78,1,9,14,3,11.3,1.44,33,Low,31-35
44,10,10.63,7.12,7,15,0,3,12.63,0.63,75,High,41-45
20,6,11.4,4.94,3,4,22,8,15.32,0.34,68,Medium,20-25
42,8,8.41,5.24,1,3,25,7,10.69,1.24,52,Medium,41-45
26,7,12.88,8.55,2,9,29,6,14.99,1.35,64,Medium,26-30
39,2,12.09,6.46,5,5,25,4,13.18,1.14,91,High,36-40
44,16,11.85,6.74,3,10,28,9,16.48,0.43,53,High,41-45
31,1,8.58,6.46,7,10,15,3,12.59,0.55,75,High,31-35
35,14,4.38,5.41,6,15,16,2,7.27,1.42,37,Medium,31-35
35,13,8.92,5.53,5,13,8,0,13.69,1.93,47,Medium,31-35
30,17,12.98,5.1,1,18,4,8,15.15,1.89,100,High,26-30
40,15,5.9,7.96,0,3,28,7,9.6,1.04,10,Low,36-40
23,19,13.83,5.66,5,4,5,0,16.05,1.77,67,Medium,20-25
32,3,12.08,5.73,2,18,14,1,14.34,0.06,87,High,31-35
26,19,11.1,6.27,7,16,27,0,15.48,1.72,75,High,26-30
23,5,10.77,8.51,0,17,8,0,14.92,0.95,58,Medium,20-25
34,5,9.87,7.44,2,7,26,8,12.05,1.56,59,Medium,31-35
38,10,11.21,4.31,6,3,2,4,12.54,0.01,75,High,36-40
28,16,8.22,4.2,0,17,18,2,10.65,1.74,68,Medium,26-30
30,2,12.45,6.83,1,10,20,1,16.49,1.19,54,Medium,26-30
27,12,10.96,8.44,0,13,12,7,12.36,0.48,63,Medium,26-30
20,2,11.71,5.62,6,12,12,7,15.4,0.69,94,High,20-25
42,15,11.92,5.24,5,15,22,5,16.48,0.4,92,High,41-45
44,14,4.92,7.74,7,11,2,1,6.64,0.85,37,Medium,41-45
43,10,4.56,7.01,0,8,19,0,9.01,0.66,53,Low,41-45
27,17,12.01,6.46,2,6,13,5,13.22,1.07,48,Medium,26-30
32,14,6.59,4.75,1,9,1,0,10.26,1.63,26,Low,31-35
41,4,9.82,4.88,2,16,24,5,13.98,1.96,60,Medium,41-45
23,15,8.44,5.41,1,17,9,9,11.22,0.5,78,High,20-25
27,10,4.22,5.03,5,6,8,1,6.03,0.21,23,Low,26-30
22,16,4.4,8.86,4,2,12,6,9.1,0.79,8,Low,20-25
28,8,12.27,4.09,3,14,10,9,13.35,0.29,100,High,26-30
21,2,10.08,7.13,5,15,1,1,13.3,1.67,60,Medium,20-25
21,19,9.24,6.59,6,16,15,1,12.02,1.0,55,Medium,20-25
32,12,13.44,5.62,5,12,4,5,16.28,1.24,96,High,31-35
34,2,5.73,8.44,3,2,0,3,8.88,0.3,11,Low,31-35
42,6,6.58,7.35,2,19,7,5,9.72,1.5,47,Medium,41-45
31,5,11.57,8.99,5,19,21,7,13.38,1.95,70,High,31-35
23,8,11.75,4.84,1,4,15,9,15.47,0.96,56,Medium,20-25
27,11,8.05,4.44,0,8,13,2,9.13,1.92,30,Low,26-30
28,14,13.51,4.7,7,17,25,4,14.59,0.07,100,High,26-30
42,19,13.38,5.35,5,10,25,4,16.29,0.07,96,High,41-45
24,2,4.12,6.08,3,10,1,9,7.29,1.92,19,Low,20-25
43,9,5.72,8.31,5,15,17,8,7.82,1.4,71,High,41-45
39,0,12.2,6.46,2,7,25,6,15.41,0.38,65,Medium,36-40
37,18,7.35,8.58,7,1,20,8,10.41,0.73,34,Medium,36-40
30,18,4.95,6.31,2,9,6,7,7.35,1.02,33,Low,26-30
34,12,11.85,7.24,7,5,24,2,15.46,1.41,46,Medium,31-35
41,11,8.55,5.32,2,3,24,1,13.38,1.68,23,Low,41-45
32,0,8.92,4.78,1,4,11,2,11.88,0.17,38,Medium,31-35
36,18,5.86,8.35,6,10,14,5,10.0,1.31,34,Low,36-40
31,15,10.61,4.55,6,11,26,9,12.6,0.95,100,High,31-35
26,14,9.51,7.87,5,15,21,3,13.56,1.2,51,Medium,26-30
29,15,6.07,6.9,7,19,1,0,9.67,1.02,67,Medium,26-30
44,10,7.4,8.31,2,13,21,9,10.96,0.9,53,Medium,41-45
44,5,9.97,7.59,4,13,16,9,14.54,0.41,62,Medium,41-45
29,10,13.25,5.41,0,19,26,8,15.18,0.94,93,High,26-30
32,2,13.2,6.87,6,19,10,5,15.67,0.38,92,High,31-35
38,14,6.88,4.07,2,14,14,0,8.21,0.09,49,Medium,36-40
30,0,11.36,6.38,6,7,1,2,15.26,0.75,72,High,26-30
32,6,11.76,4.43,7,4,27,0,16.14,0.05,70,High,31-35
40,0,12.09,6.14,1,8,18,8,14.71,1.13,62,Medium,36-40
27,16,9.71,4.55,0,15,4,3,12.14,0.14,80,High,26-30
27,8,4.11,8.78,0,2,25,1,7.74,0.88,0,Low,26-30
23,12,11.62,6.62,4,11,16,3,12.92,1.96,49,Medium,20-25
34,10,5.07,8.57,2,6,15,1,7.25,0.02,20,Low,31-35
30,19,5.17,4.11,2,16,27,5,7.63,0.73,67,Medium,26-30
30,5,10.06,7.19,5,14,25,5,13.13,1.35,75,High,26-30
20,0,13.84,5.53,1,14,12,6,16.75,0.32,93,High,20-25
36,6,6.43,6.16,4,11,29,8,8.26,1.12,55,Medium,36-40
32,11,10.46,8.37,5,1,12,8,13.62,0.52,40,Medium,31-35
39,19,7.04,8.9,4,7,12,3,11.74,1.02,28,Low,36-40
25,18,12.99,5.23,3,4,4,8,14.1,1.79,66,Medium,20-25
43,16,9.94,8.74,6,2,4,7,13.66,0.41,47,Medium,41-45
41,3,6.07,7.44,6,0,19,0,9.57,0.75,31,Low,41-45
44,2,6.62,8.76,4,15,18,6,11.32,0.34,55,Medium,41-45
34,10,8.32,6.81,6,9,6,6,11.9,0.57,48,Medium,31-35
28,17,5.22,8.8,7,9,10,9,8.72,0.59,59,Medium,26-30
33,14,4.79,8.46,1,10,22,3,8.87,0.65,31,Low,31-35
37,7,10.8,4.64,7,11,0,6,12.87,1.28,97,High,36-40
36,0,8.07,5.55,6,7,6,9,11.45,1.49,58,Medium,36-40
37,19,11.26,5.22,3,4,2,9,14.34,1.02,70,High,36-40
24,13,5.1,6.86,2,8,12,4,7.85,1.22,11,Low,20-25
39,3,8.99,8.01,4,10,2,4,12.02,1.63,65,Medium,36-40
32,4,8.43,7.8,1,14,5,4,10.6,2.0,53,Medium,31-35
28,12,4.58,7.63,1,16,21,5,6.7,0.91,23,Low,26-30
30,14,9.45,5.88,2,10,26,5,13.35,1.87,72,High,26-30
43,5,4.83,4.7,6,12,28,4,9.51,0.98,41,Medium,41-45
41,0,12.28,5.05,1,16,14,8,14.2,1.56,87,High,41-45
20,18,10.32,7.71,3,6,3,8,11.62,1.15,46,Medium,20-25
37,12,9.57,4.74,3,8,4,6,14.57,1.77,47,Medium,36-40
25,5,5.33,5.11,7,17,2,9,9.09,0.9,80,High,20-25
21,14,6.87,6.12,5,17,18,2,11.42,1.39,45,Medium,20-25
34,15,8.93,4.36,0,9,24,3,10.51,0.93,34,Low,31-35
40,15,10.33,5.06,2,11,20,3,14.53,1.71,67,Medium,36-40
33,9,5.83,4.75,6,17,15,6,10.08,1.99,69,Medium,31-35
24,8,4.09,8.76,1,8,16,1,5.7,0.49,21,Low,20-25
25,8,7.45,4.96,4,8,8,4,12.02,0.95,44,Medium,20-25
25,16,8.83,8.31,5,9,25,3,11.01,0.16,47,Medium,20-25
41,16,5.84,4.57,7,0,21,9,7.71,0.28,52,Medium,41-45
37,16,8.92,8.35,3,10,8,8,13.82,1.86,53,Medium,36-40
33,11,7.38,6.46,2,13,13,0,9.83,1.09,35,Medium,31-35
29,12,8.55,8.25,6,9,26,9,12.6,0.79,59,Medium,26-30
32,11,7.47,8.34,2,13,22,2,11.69,1.34,15,Low,31-35
32,13,10.28,6.98,6,18,10,5,12.82,1.12,83,High,31-35
22,9,4.43,8.59,3,9,14,3,8.16,0.58,23,Low,20-25
25,18,5.71,6.93,7,16,9,2,7.14,0.45,47,Medium,20-25
27,1,8.33,7.56,0,1,22,5,10.92,1.18,47,Medium,26-30
31,3,7.56,6.08,2,13,4,2,12.43,0.38,42,Medium,31-35
32,18,7.92,8.57,1,17,22,6,9.59,0.28,51,Medium,31-35
30,6,12.04,8.12,4,1,25,0,14.58,0.64,38,Medium,26-30
31,14,12.86,4.83,4,19,3,8,17.02,1.72,100,High,31-35
20,14,6.49,6.88,3,18,10,9,10.15,0.07,57,Medium,20-25
36,5,12.36,8.48,2,7,26,1,15.89,1.67,48,Medium,36-40
35,2,8.59,7.97,4,5,5,3,13.0,1.24,27,Low,31-35
30,5,6.74,8.81,2,19,1,5,7.86,0.08,67,Medium,26-30
32,15,13.85,5.16,3,6,29,5,17.93,1.2,79,High,31-35
37,1,12.25,5.84,0,12,25,7,16.78,0.85,76,High,36-40
30,6,13.94,6.54,4,1,2,7,15.0,1.68,78,High,26-30
31,10,5.68,5.16,1,6,17,3,8.92,1.81,16,Low,31-35
25,6,5.44,5.97,7,0,28,5,7.83,0.57,16,Low,20-25
28,3,9.03,6.69,5,5,25,8,10.23,1.57,40,Medium,26-30
35,19,10.39,4.96,3,15,17,6,13.06,0.62,85,High,31-35
23,6,5.71,5.28,5,7,6,7,9.29,0.59,67,Medium,20-25
22,3,12.6,4.62,7,12,20,7,17.28,0.39,100,High,20-25
35,11,9.32,7.57,7,17,12,1,12.8,1.36,68,Medium,31-35
43,4,8.11,5.81,0,13,12,6,12.54,0.52,61,Medium,41-45
44,18,10.02,5.1,1,17,5,2,11.51,0.93,62,Medium,41-45
31,4,10.35,6.54,5,3,2,6,12.19,1.62,34,Low,31-35
30,18,4.43,4.34,1,14,9,1,9.31,1.58,31,Low,26-30
24,2,14.0,8.62,4,4,20,0,18.55,1.02,51,Medium,20-25
44,10,7.64,5.47,2,13,4,8,9.58,0.32,73,High,41-45
37,6,4.62,8.43,3,15,10,9,8.1,1.17,43,Medium,36-40
38,16,12.52,6.49,1,14,3,9,14.97,1.83,79,High,36-40
42,8,13.93,8.25,7,10,9,0,16.8,0.08,63,Medium,41-45
42,8,12.16,5.24,4,1,14,0,16.6,1.59,35,Medium,41-45
25,9,12.52,4.88,7,17,27,2,16.46,0.49,95,High,20-25
41,12,10.26,8.25,0,3,12,0,12.21,1.34,16,Low,41-45
32,14,13.22,5.06,6,14,7,6,15.48,1.43,100,High,31-35
25,4,4.36,7.73,1,11,5,6,6.52,1.85,53,Low,20-25
23,2,11.67,5.72,0,2,10,7,15.79,1.02,55,Medium,20-25
31,7,10.71,7.74,3,3,1,1,13.67,1.7,28,Low,31-35
38,19,4.5,8.54,4,15,17,6,9.3,0.09,38,Medium,36-40
21,9,9.44,8.91,0,5,17,8,13.71,0.84,44,Medium,20-25
36,12,9.15,5.8,2,1,21,9,10.99,0.88,42,Medium,36-40
30,2,10.92,5.84,5,8,11,4,15.06,1.08,75,High,26-30
30,7,8.99,8.91,0,11,16,9,7.8,0.96,36,Medium,26-30
40,8,12.05,8.31,0,11,14,2,14.06,1.94,50,Medium,36-40
35,11,5.39,4.23,7,13,16,8,12.02,0.16,72,High,31-35
21,10,8.19,6.87,4,16,3,0,13.08,0.53,47,Medium,20-25
21,1,12.81,4.91,4,8,28,2,15.75,1.94,57,Medium,20-25
42,17,9.61,8.97,1,11,16,1,13.49,0.89,26,Low,41-45
